zip_code,HUD Area Code,HUD Metro Fair Market Rent Area Name,city,state,keep,0BR,0BR_90,0BR_110,1BR,1BR_90,1BR_110,2BR,2BR_90,2BR_110,3BR,3BR_90,3BR_110,4BR,4BR_90,4BR_110
08099,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,250 ","$1,125 ","$1,375 ","$1,400 ","$1,260 ","$1,540 ","$1,670 ","$1,503 ","$1,837 ","$2,020 ","$1,818 ","$2,222 ","$2,330 ","$2,097 ","$2,563 "
08101,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,250 ","$1,125 ","$1,375 ","$1,400 ","$1,260 ","$1,540 ","$1,670 ","$1,503 ","$1,837 ","$2,020 ","$1,818 ","$2,222 ","$2,330 ","$2,097 ","$2,563 "
08102,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,220 ","$1,098 ","$1,342 ","$1,350 ","$1,215 ","$1,485 ","$1,620 ","$1,458 ","$1,782 ","$1,960 ","$1,764 ","$2,156 ","$2,260 ","$2,034 ","$2,486 "
08103,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,150 ","$1,035 ","$1,265 ","$1,280 ","$1,152 ","$1,408 ","$1,530 ","$1,377 ","$1,683 ","$1,850 ","$1,665 ","$2,035 ","$2,130 ","$1,917 ","$2,343 "
08104,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,050 ","$945 ","$1,155 ","$1,170 ","$1,053 ","$1,287 ","$1,400 ","$1,260 ","$1,540 ","$1,690 ","$1,521 ","$1,859 ","$1,950 ","$1,755 ","$2,145 "
08105,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,220 ","$1,098 ","$1,342 ","$1,350 ","$1,215 ","$1,485 ","$1,620 ","$1,458 ","$1,782 ","$1,960 ","$1,764 ","$2,156 ","$2,260 ","$2,034 ","$2,486 "
08106,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,080 ","$972 ","$1,188 ","$1,200 ","$1,080 ","$1,320 ","$1,440 ","$1,296 ","$1,584 ","$1,740 ","$1,566 ","$1,914 ","$2,010 ","$1,809 ","$2,211 "
08107,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,200 ","$1,080 ","$1,320 ","$1,340 ","$1,206 ","$1,474 ","$1,600 ","$1,440 ","$1,760 ","$1,930 ","$1,737 ","$2,123 ","$2,230 ","$2,007 ","$2,453 "
08108,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,460 ","$1,314 ","$1,606 ","$1,630 ","$1,467 ","$1,793 ","$1,950 ","$1,755 ","$2,145 ","$2,360 ","$2,124 ","$2,596 ","$2,720 ","$2,448 ","$2,992 "
08109,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,220 ","$1,098 ","$1,342 ","$1,350 ","$1,215 ","$1,485 ","$1,620 ","$1,458 ","$1,782 ","$1,960 ","$1,764 ","$2,156 ","$2,260 ","$2,034 ","$2,486 "
08110,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,220 ","$1,098 ","$1,342 ","$1,360 ","$1,224 ","$1,496 ","$1,630 ","$1,467 ","$1,793 ","$1,970 ","$1,773 ","$2,167 ","$2,270 ","$2,043 ","$2,497 "
08215,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,250 ","$1,125 ","$1,375 ","$1,430 ","$1,287 ","$1,573 ","$1,770 ","$1,593 ","$1,947 ","$2,480 ","$2,232 ","$2,728 ","$2,730 ","$2,457 ","$3,003 "
08224,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,240 ","$1,116 ","$1,364 ","$1,380 ","$1,242 ","$1,518 ","$1,650 ","$1,485 ","$1,815 ","$2,000 ","$1,800 ","$2,200 ","$2,300 ","$2,070 ","$2,530 "
08302,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,170 ","$1,053 ","$1,287 ","$1,200 ","$1,080 ","$1,320 ","$1,520 ","$1,368 ","$1,672 ","$2,000 ","$1,800 ","$2,200 ","$2,080 ","$1,872 ","$2,288 "
08312,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,170 ","$1,053 ","$1,287 ","$1,300 ","$1,170 ","$1,430 ","$1,560 ","$1,404 ","$1,716 ","$1,890 ","$1,701 ","$2,079 ","$2,180 ","$1,962 ","$2,398 "
08318,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,260 ","$1,134 ","$1,386 ","$1,400 ","$1,260 ","$1,540 ","$1,680 ","$1,512 ","$1,848 ","$2,030 ","$1,827 ","$2,233 ","$2,340 ","$2,106 ","$2,574 "
08322,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,400 ","$1,260 ","$1,540 ","$1,560 ","$1,404 ","$1,716 ","$1,870 ","$1,683 ","$2,057 ","$2,260 ","$2,034 ","$2,486 ","$2,610 ","$2,349 ","$2,871 "
08328,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,440 ","$1,296 ","$1,584 ","$1,590 ","$1,431 ","$1,749 ","$1,910 ","$1,719 ","$2,101 ","$2,330 ","$2,097 ","$2,563 ","$2,670 ","$2,403 ","$2,937 "
08343,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,790 ","$1,611 ","$1,969 ","$1,990 ","$1,791 ","$2,189 ","$2,380 ","$2,142 ","$2,618 ","$2,880 ","$2,592 ","$3,168 ","$3,320 ","$2,988 ","$3,652 "
08344,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,510 ","$1,359 ","$1,661 ","$1,650 ","$1,485 ","$1,815 ","$2,000 ","$1,800 ","$2,200 ","$2,470 ","$2,223 ","$2,717 ","$2,780 ","$2,502 ","$3,058 "
08347,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,190 ","$1,071 ","$1,309 ","$1,320 ","$1,188 ","$1,452 ","$1,580 ","$1,422 ","$1,738 ","$1,910 ","$1,719 ","$2,101 ","$2,200 ","$1,980 ","$2,420 "
08360,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,150 ","$1,035 ","$1,265 ","$1,190 ","$1,071 ","$1,309 ","$1,510 ","$1,359 ","$1,661 ","$1,990 ","$1,791 ","$2,189 ","$2,080 ","$1,872 ","$2,288 "
08501,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,210 ","$1,089 ","$1,331 ","$1,350 ","$1,215 ","$1,485 ","$1,670 ","$1,503 ","$1,837 ","$2,260 ","$2,034 ","$2,486 ","$2,520 ","$2,268 ","$2,772 "
08505,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,390 ","$1,251 ","$1,529 ","$1,550 ","$1,395 ","$1,705 ","$1,850 ","$1,665 ","$2,035 ","$2,240 ","$2,016 ","$2,464 ","$2,580 ","$2,322 ","$2,838 "
08511,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,020 ","$918 ","$1,122 ","$1,140 ","$1,026 ","$1,254 ","$1,360 ","$1,224 ","$1,496 ","$1,640 ","$1,476 ","$1,804 ","$1,900 ","$1,710 ","$2,090 "
08515,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,880 ","$1,692 ","$2,068 ","$2,100 ","$1,890 ","$2,310 ","$2,510 ","$2,259 ","$2,761 ","$3,030 ","$2,727 ","$3,333 ","$3,500 ","$3,150 ","$3,850 "
08518,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,190 ","$1,071 ","$1,309 ","$1,320 ","$1,188 ","$1,452 ","$1,580 ","$1,422 ","$1,738 ","$1,910 ","$1,719 ","$2,101 ","$2,200 ","$1,980 ","$2,420 "
08533,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,130 ","$1,017 ","$1,243 ","$1,260 ","$1,134 ","$1,386 ","$1,560 ","$1,404 ","$1,716 ","$2,120 ","$1,908 ","$2,332 ","$2,360 ","$2,124 ","$2,596 "
08554,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,460 ","$1,314 ","$1,606 ","$1,620 ","$1,458 ","$1,782 ","$1,940 ","$1,746 ","$2,134 ","$2,350 ","$2,115 ","$2,585 ","$2,710 ","$2,439 ","$2,981 "
08562,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,280 ","$1,152 ","$1,408 ","$1,430 ","$1,287 ","$1,573 ","$1,710 ","$1,539 ","$1,881 ","$2,070 ","$1,863 ","$2,277 ","$2,380 ","$2,142 ","$2,618 "
08610,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,240 ","$1,116 ","$1,364 ","$1,410 ","$1,269 ","$1,551 ","$1,820 ","$1,638 ","$2,002 ","$2,200 ","$1,980 ","$2,420 ","$2,430 ","$2,187 ","$2,673 "
08620,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,130 ","$1,017 ","$1,243 ","$1,280 ","$1,152 ","$1,408 ","$1,630 ","$1,467 ","$1,793 ","$1,970 ","$1,773 ","$2,167 ","$2,190 ","$1,971 ","$2,409 "
08640,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,960 ","$1,764 ","$2,156 ","$2,180 ","$1,962 ","$2,398 ","$2,610 ","$2,349 ","$2,871 ","$3,160 ","$2,844 ","$3,476 ","$3,640 ","$3,276 ","$4,004 "
08641,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,920 ","$1,728 ","$2,112 ","$2,140 ","$1,926 ","$2,354 ","$2,560 ","$2,304 ","$2,816 ","$3,100 ","$2,790 ","$3,410 ","$3,570 ","$3,213 ","$3,927 "
08759,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,080 ","$972 ","$1,188 ","$1,200 ","$1,080 ","$1,320 ","$1,490 ","$1,341 ","$1,639 ","$2,030 ","$1,827 ","$2,233 ","$2,260 ","$2,034 ","$2,486 "
17527,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$900 ","$810 ","$990 ","$1,020 ","$918 ","$1,122 ","$1,270 ","$1,143 ","$1,397 ","$1,640 ","$1,476 ","$1,804 ","$1,710 ","$1,539 ","$1,881 "
17536,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$650 ","$585 ","$715 ","$740 ","$666 ","$814 ","$930 ","$837 ","$1,023 ","$1,200 ","$1,080 ","$1,320 ","$1,240 ","$1,116 ","$1,364 "
17555,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,010 ","$909 ","$1,111 ","$1,140 ","$1,026 ","$1,254 ","$1,430 ","$1,287 ","$1,573 ","$1,850 ","$1,665 ","$2,035 ","$1,900 ","$1,710 ","$2,090 "
18036,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$880 ","$792 ","$968 ","$1,010 ","$909 ","$1,111 ","$1,260 ","$1,134 ","$1,386 ","$1,590 ","$1,431 ","$1,749 ","$1,690 ","$1,521 ","$1,859 "
18039,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,370 ","$1,233 ","$1,507 ","$1,530 ","$1,377 ","$1,683 ","$1,830 ","$1,647 ","$2,013 ","$2,210 ","$1,989 ","$2,431 ","$2,550 ","$2,295 ","$2,805 "
18041,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,060 ","$954 ","$1,166 ","$1,180 ","$1,062 ","$1,298 ","$1,420 ","$1,278 ","$1,562 ","$1,720 ","$1,548 ","$1,892 ","$1,980 ","$1,782 ","$2,178 "
18042,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$940 ","$846 ","$1,034 ","$1,100 ","$990 ","$1,210 ","$1,380 ","$1,242 ","$1,518 ","$1,760 ","$1,584 ","$1,936 ","$1,840 ","$1,656 ","$2,024 "
18054,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,110 ","$999 ","$1,221 ","$1,240 ","$1,116 ","$1,364 ","$1,480 ","$1,332 ","$1,628 ","$1,790 ","$1,611 ","$1,969 ","$2,060 ","$1,854 ","$2,266 "
18055,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,040 ","$936 ","$1,144 ","$1,220 ","$1,098 ","$1,342 ","$1,530 ","$1,377 ","$1,683 ","$1,950 ","$1,755 ","$2,145 ","$2,040 ","$1,836 ","$2,244 "
18070,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,040 ","$936 ","$1,144 ","$1,170 ","$1,053 ","$1,287 ","$1,420 ","$1,278 ","$1,562 ","$1,740 ","$1,566 ","$1,914 ","$1,960 ","$1,764 ","$2,156 "
18073,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,260 ","$1,134 ","$1,386 ","$1,400 ","$1,260 ","$1,540 ","$1,680 ","$1,512 ","$1,848 ","$2,030 ","$1,827 ","$2,233 ","$2,340 ","$2,106 ","$2,574 "
18074,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,230 ","$1,107 ","$1,353 ","$1,370 ","$1,233 ","$1,507 ","$1,650 ","$1,485 ","$1,815 ","$2,000 ","$1,800 ","$2,200 ","$2,290 ","$2,061 ","$2,519 "
18076,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,460 ","$1,314 ","$1,606 ","$1,630 ","$1,467 ","$1,793 ","$1,950 ","$1,755 ","$2,145 ","$2,360 ","$2,124 ","$2,596 ","$2,720 ","$2,448 ","$2,992 "
18077,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,330 ","$1,197 ","$1,463 ","$1,480 ","$1,332 ","$1,628 ","$1,780 ","$1,602 ","$1,958 ","$2,160 ","$1,944 ","$2,376 ","$2,470 ","$2,223 ","$2,717 "
18081,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,080 ","$972 ","$1,188 ","$1,240 ","$1,116 ","$1,364 ","$1,540 ","$1,386 ","$1,694 ","$1,930 ","$1,737 ","$2,123 ","$2,080 ","$1,872 ","$2,288 "
18084,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,440 ","$1,296 ","$1,584 ","$1,600 ","$1,440 ","$1,760 ","$1,920 ","$1,728 ","$2,112 ","$2,320 ","$2,088 ","$2,552 ","$2,680 ","$2,412 ","$2,948 "
18901,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,600 ","$1,440 ","$1,760 ","$1,780 ","$1,602 ","$1,958 ","$2,130 ","$1,917 ","$2,343 ","$2,580 ","$2,322 ","$2,838 ","$2,970 ","$2,673 ","$3,267 "
18902,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,820 ","$1,638 ","$2,002 ","$2,030 ","$1,827 ","$2,233 ","$2,430 ","$2,187 ","$2,673 ","$2,940 ","$2,646 ","$3,234 ","$3,390 ","$3,051 ","$3,729 "
18910,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,370 ","$1,233 ","$1,507 ","$1,530 ","$1,377 ","$1,683 ","$1,830 ","$1,647 ","$2,013 ","$2,210 ","$1,989 ","$2,431 ","$2,550 ","$2,295 ","$2,805 "
18912,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,780 ","$1,602 ","$1,958 ","$1,980 ","$1,782 ","$2,178 ","$2,370 ","$2,133 ","$2,607 ","$2,870 ","$2,583 ","$3,157 ","$3,310 ","$2,979 ","$3,641 "
18913,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,730 ","$1,557 ","$1,903 ","$1,930 ","$1,737 ","$2,123 ","$2,310 ","$2,079 ","$2,541 ","$2,800 ","$2,520 ","$3,080 ","$3,230 ","$2,907 ","$3,553 "
18914,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,740 ","$1,566 ","$1,914 ","$1,940 ","$1,746 ","$2,134 ","$2,320 ","$2,088 ","$2,552 ","$2,810 ","$2,529 ","$3,091 ","$3,240 ","$2,916 ","$3,564 "
18915,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,960 ","$1,764 ","$2,156 ","$2,180 ","$1,962 ","$2,398 ","$2,610 ","$2,349 ","$2,871 ","$3,160 ","$2,844 ","$3,476 ","$3,640 ","$3,276 ","$4,004 "
18916,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,370 ","$1,233 ","$1,507 ","$1,530 ","$1,377 ","$1,683 ","$1,830 ","$1,647 ","$2,013 ","$2,210 ","$1,989 ","$2,431 ","$2,550 ","$2,295 ","$2,805 "
18917,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,240 ","$1,116 ","$1,364 ","$1,380 ","$1,242 ","$1,518 ","$1,650 ","$1,485 ","$1,815 ","$2,000 ","$1,800 ","$2,200 ","$2,300 ","$2,070 ","$2,530 "
18918,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,440 ","$1,296 ","$1,584 ","$1,600 ","$1,440 ","$1,760 ","$1,920 ","$1,728 ","$2,112 ","$2,320 ","$2,088 ","$2,552 ","$2,680 ","$2,412 ","$2,948 "
18920,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,500 ","$1,350 ","$1,650 ","$1,670 ","$1,503 ","$1,837 ","$2,000 ","$1,800 ","$2,200 ","$2,420 ","$2,178 ","$2,662 ","$2,780 ","$2,502 ","$3,058 "
18921,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,370 ","$1,233 ","$1,507 ","$1,530 ","$1,377 ","$1,683 ","$1,830 ","$1,647 ","$2,013 ","$2,210 ","$1,989 ","$2,431 ","$2,550 ","$2,295 ","$2,805 "
18922,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,370 ","$1,233 ","$1,507 ","$1,530 ","$1,377 ","$1,683 ","$1,830 ","$1,647 ","$2,013 ","$2,210 ","$1,989 ","$2,431 ","$2,550 ","$2,295 ","$2,805 "
18923,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,600 ","$1,440 ","$1,760 ","$1,790 ","$1,611 ","$1,969 ","$2,140 ","$1,926 ","$2,354 ","$2,590 ","$2,331 ","$2,849 ","$2,980 ","$2,682 ","$3,278 "
18925,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,960 ","$1,764 ","$2,156 ","$2,180 ","$1,962 ","$2,398 ","$2,610 ","$2,349 ","$2,871 ","$3,160 ","$2,844 ","$3,476 ","$3,640 ","$3,276 ","$4,004 "
18927,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,370 ","$1,233 ","$1,507 ","$1,530 ","$1,377 ","$1,683 ","$1,830 ","$1,647 ","$2,013 ","$2,210 ","$1,989 ","$2,431 ","$2,550 ","$2,295 ","$2,805 "
18928,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,370 ","$1,233 ","$1,507 ","$1,530 ","$1,377 ","$1,683 ","$1,830 ","$1,647 ","$2,013 ","$2,210 ","$1,989 ","$2,431 ","$2,550 ","$2,295 ","$2,805 "
18929,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,960 ","$1,764 ","$2,156 ","$2,180 ","$1,962 ","$2,398 ","$2,610 ","$2,349 ","$2,871 ","$3,160 ","$2,844 ","$3,476 ","$3,640 ","$3,276 ","$4,004 "
18930,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,520 ","$1,368 ","$1,672 ","$1,700 ","$1,530 ","$1,870 ","$2,030 ","$1,827 ","$2,233 ","$2,450 ","$2,205 ","$2,695 ","$2,830 ","$2,547 ","$3,113 "
18931,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,370 ","$1,233 ","$1,507 ","$1,530 ","$1,377 ","$1,683 ","$1,830 ","$1,647 ","$2,013 ","$2,210 ","$1,989 ","$2,431 ","$2,550 ","$2,295 ","$2,805 "
18932,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,580 ","$1,422 ","$1,738 ","$1,760 ","$1,584 ","$1,936 ","$2,100 ","$1,890 ","$2,310 ","$2,550 ","$2,295 ","$2,805 ","$2,940 ","$2,646 ","$3,234 "
18933,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,370 ","$1,233 ","$1,507 ","$1,530 ","$1,377 ","$1,683 ","$1,830 ","$1,647 ","$2,013 ","$2,210 ","$1,989 ","$2,431 ","$2,550 ","$2,295 ","$2,805 "
18934,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,370 ","$1,233 ","$1,507 ","$1,530 ","$1,377 ","$1,683 ","$1,830 ","$1,647 ","$2,013 ","$2,210 ","$1,989 ","$2,431 ","$2,550 ","$2,295 ","$2,805 "
18935,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Philadelphia-Camden-Wilmington,PA-NJ-DE-MD,keep,"$1,280 ","$1,152 ","$1,408 ","$1,430 ","$1,287 ","$1,573 ","$1,710 ","$1,539 ","$1,881 ","$2,070 ","$1,863 ","$2,277 ","$2,380 ","$2,142 ","$2,618 "
